"TABLE_NAME","COLUMN_NAME","CONSTRAINT_NAME","REFERENCED_TABLE_NAME","REFERENCED_COLUMN_NAME"
caprunattribsetadjassign,capRunAttribSetID,cpRnttrbStdjssgn_cpRnttrbSt1,caprunattribset,capRunAttribSetID
caprunattribsetadjassign,capRunPayeeAdjAssignID,cpRnttrbStdjssgn_cpRnPydjssgn1,caprunpayeeadjassign,capRunPayeeAdjAssignID
caprunattribsetadjassignmemdtl,capRunAttribSetAdjAssignID,cpRnttrbStdjssgnMmDtl_cpRnttrbStdjssgn1,caprunattribsetadjassign,capRunAttribSetAdjAssignID
caprunattribsetadjassignmemdtl,capRunMemDetailID,cpRnttrbStdjssgnMmDtl_cpRnMmDtl1,caprunmemdetail,capRunMemDetailID
caprunattribsetmemdetail,capRunAttribSetID,cpRnttrbStMmDtl_cpRnttrbSt1,caprunattribset,capRunAttribSetID
caprunattribsetmemdetail,capRunMemDetailID,cpRnttrbStMmDtl_cpRnMmDtl1,caprunmemdetail,capRunMemDetailID
caprunlog,capRunID,cpRnLg_cpRn1,caprun,capRunID
caprunmem,capRunID,cpRnMm_cpRn1,caprun,capRunID
caprunmem,capRunPayeeID,cpRnMm_cpRnPy1,caprunpayee,capRunPayeeID
caprunmemchangelog,capRunMemID,cpRnMmChngLg_cpRnMm1,caprunmem,capRunMemID
caprunmemdetail,capRunID,cpRnMmDtl_cpRnMm1,caprunmem,capRunID
caprunmemdetail,capRunMemID,cpRnMmDtl_cpRnMm1,caprunmem,capRunMemID
caprunmemdetailcap,capRunID,cpRnMmDtlCp_cpRnMmDtl1,caprunmemdetail,capRunID
caprunmemdetailcap,capRunMemDetailID,cpRnMmDtlCp_cpRnMmDtl1,caprunmemdetail,capRunMemDetailID
caprunmemdetailcap,capRunMemID,cpRnMmDtlCp_cpRnMmDtl1,caprunmemdetail,capRunMemID
caprunmemdetailmemind,capRunMemDetailCapID,cpRnMmDtlMmnd_cpRnMmDtlCp1,caprunmemdetailcap,capRunMemDetailCapID
caprunmemdetailwithhold,capRunMemDetailID,cpRnMmDtlWthhld_cpRnMmDtl1,caprunmemdetail,capRunMemDetailID
caprunmemdtlchangelog,capRunMemDetailCapID,cpRnMmDtlChngLg_cpRnMmDtlCp1,caprunmemdetailcap,capRunMemDetailCapID
caprunmemdtldisability,capRunMemDetailCapID,cpRnMmDtlDsblty_cpRnMmDtlCp1,caprunmemdetailcap,capRunMemDetailCapID
caprunmemgrouppopulation,capRunID,cpRnMmGrpPpltn_cpRn1,caprun,capRunID
caprunmemrequest,capRunID,cpRnMmRqst_cpRn1,caprun,capRunID
caprunpayee,capRunID,cpRnPy_cpRn1,caprun,capRunID
caprunpayeeadjassign,capAdjID,cpRnPydjssgn_cpdj1,capadj,capAdjID
caprunpayeeadjassign,capRunID,cpRnPydjssgn_cpRn1,caprun,capRunID
caprunpayeelog,capRunPayeeID,cpRnPyLg_cpRnPy1,caprunpayee,capRunPayeeID
caprunpayeevarianceresult,capRunID,cpRnPyVrncRslt_cpRn1,caprun,capRunID
caprunpayeevarianceresult,capRunPayeeID,cpRnPyVrncRslt_cpRnPy1,caprunpayee,capRunPayeeID
caprunreview,capRunID,cpRnRvw_cpRn1,caprun,capRunID
caprunvarianceresult,capRunID,cpRnVrncRslt_cpRn1,caprun,capRunID
caprunwithhold,capRunID,cpRnWthhld_cpRn1,caprun,capRunID
capscheddetail,capSchedID,cpSchdDtl_cpSchd1,capsched,capSchedID
capscheddetailmodifier,capSchedDetailID,cpSchdDtlMdfr_cpSchdDtl1,capscheddetail,capSchedDetailID
capscheddetailmodifieragegend,capSchedDetailModifierID,cpSchdDtlMdfrgGnd_cpSchdDtlMdfr1,capscheddetailmodifier,capSchedDetailModifierID
capschednote,capSchedID,cpSchdNt_cpSchd1,capsched,capSchedID
capwithholdaccumtx,capWithholdAccumID,cpWthhldccmTX_cpWthhldccm1,capwithholdaccum,capWithholdAccumID
carriercontactaddress,carrierID,crrrCntctddrss_crrrCntctNm1,carriercontactname,carrierID
carriercontactaddress,contactNum,crrrCntctddrss_crrrCntctNm1,carriercontactname,contactNum
carriercontactaddress,departmentCode,crrrCntctddrss_crrrCntctNm1,carriercontactname,departmentCode
carriercontactdepartment,carrierID,crrrCntctDprtmnt_crrr1,carrier,carrierID
carriercontactname,carrierID,crrrCntctNm_crrrCntctDprtmnt1,carriercontactdepartment,carrierID
carriercontactname,departmentCode,crrrCntctNm_crrrCntctDprtmnt1,carriercontactdepartment,departmentCode
carriercontactphone,carrierID,crrrCntctPhn_crrrCntctNm1,carriercontactname,carrierID
carriercontactphone,contactNum,crrrCntctPhn_crrrCntctNm1,carriercontactname,contactNum
carriercontactphone,departmentCode,crrrCntctPhn_crrrCntctNm1,carriercontactname,departmentCode
carrierdepartmentaddress,carrierID,crrrDprtmntddrss_crrrCntctDprtmnt1,carriercontactdepartment,carrierID
carrierdepartmentaddress,departmentCode,crrrDprtmntddrss_crrrCntctDprtmnt1,carriercontactdepartment,departmentCode
carrierdepartmenthours,carrierID,crrrDprtmntHrs_crrrCntctDprtmnt1,carriercontactdepartment,carrierID
carrierdepartmenthours,departmentCode,crrrDprtmntHrs_crrrCntctDprtmnt1,carriercontactdepartment,departmentCode
carrierdepartmentphone,carrierID,crrrDprtmntPhn_crrrCntctDprtmnt1,carriercontactdepartment,carrierID
carrierdepartmentphone,departmentCode,crrrDprtmntPhn_crrrCntctDprtmnt1,carriercontactdepartment,departmentCode
carrierextid,carrierID,crrrxtD_crrr1,carrier,carrierID
carrierextidpayermap,carrierExtID,crrrxtDPyrMp_crrrxtD1,carrierextid,carrierExtID
carrierextidusagetype,carrierExtID,crrrxtDsgTyp_crrrxtD1,carrierextid,carrierExtID
carrierfein,carrierID,crrrFN_crrr1,carrier,carrierID
carrierhiosissuerid,carrierID,crrrHSssrD_crrr1,carrier,carrierID
carrierlineofbusiness,carrierID,crrrLnfBsnss_crrr1,carrier,carrierID
carrierlineofbusiness,lineOfBusinessID,crrrLnfBsnss_lnfBsnss1,lineofbusiness,lineOfBusinessID
carrierlobpermit,carrierLineOfBusinessID,crrrLbPrmt_crrrLnfBsnss1,carrierlineofbusiness,carrierLineOfBusinessID
carrierlobpermit,licensingEntityPermitID,crrrLbPrmt_lcnsngnttyPrmt1,licensingentitypermit,licensingEntityPermitID
carrierlobplan,brandingEntity,crrrLbPln_brndngntty1,brandingentity,brandingEntity
carrierlobplan,carrierLineOfBusinessID,crrrLbPln_crrrLnfBsnss1,carrierlineofbusiness,carrierLineOfBusinessID
carrierlobproduct,brandingEntity,crrrLbPrdct_brndngntty1,brandingentity,brandingEntity
carrierlobproduct,carrierLineOfBusinessID,crrrLbPrdct_crrrLnfBsnss1,carrierlineofbusiness,carrierLineOfBusinessID
carriernote,carrierID,crrrNt_crrr1,carrier,carrierID
carriernotedetail,carrierID,crrrNtDtl_crrrNt1,carriernote,carrierID
carriernotedetail,noteID,crrrNtDtl_crrrNt1,carriernote,noteID
carrierproductplanstate,carrierID,crrrPrdctPlnStt_crrrPrdctPlnTyp1,carrierproductplantype,carrierID
carrierproductplanstate,carrierProductPlanTypeID,crrrPrdctPlnStt_crrrPrdctPlnTyp1,carrierproductplantype,carrierProductPlanTypeID
carrierproductplantype,carrierID,crrrPrdctPlnTyp_crrr1,carrier,carrierID
carrierservice,carrierID,crrrSrvc_crrr1,carrier,carrierID
carrierstate,carrierID,crrrStt_crrr1,carrier,carrierID
carrierurl,carrierID,crrrRL_crrr1,carrier,carrierID
carrierworkhours,carrierID,crrrWrkHrs_crrrCntctNm1,carriercontactname,carrierID
carrierworkhours,contactNum,crrrWrkHrs_crrrCntctNm1,carriercontactname,contactNum
carrierworkhours,departmentCode,crrrWrkHrs_crrrCntctNm1,carriercontactname,departmentCode
cisl_batchprocess,batchProcessTypeId,cisl_batchprocess_fk1,cisl_batchprocesstype,batchProcessTypeId
claimauditschedruleset,claimAuditSchedID,clmdtSchdRlSt_clmdtSchd1,claimauditsched,claimAuditSchedID
claimauditschedrulesetrule,claimAuditSchedID,clmdtSchdRlStRl_clmdtSchdRlSt1,claimauditschedruleset,claimAuditSchedID
claimauditschedrulesetrule,claimAuditSchedRuleSetID,clmdtSchdRlStRl_clmdtSchdRlSt1,claimauditschedruleset,claimAuditSchedRuleSetID
claimauditschedsettings,claimAuditSchedID,clmdtSchdSttngs_clmdtSchd1,claimauditsched,claimAuditSchedID
claimcapdeduct,capRunMemDetailID,clmCpDdct_cpRnMmDtl1,caprunmemdetail,capRunMemDetailID
claimmedpolicyengineinputline,claimMedPolEngineInputHeaderID,clmMdPlcyngnnptLn_clmMdPlngnnptHdr1,claimmedpolengineinputheader,claimMedPolEngineInputHeaderID
claimprocedurexref,authMatchingSchedID,clmPrcdrXrf_thMtchngSchd1,authmatchingsched,authMatchingSchedID
claimprocedurexref,authProgramAuthServiceTypeID,clmPrcdrXrf_thPrgrmthSrvcTyp1,authprogramauthservicetype,authProgramAuthServiceTypeID
claimprocedurexref,authProgramProcedureID,clmPrcdrXrf_thPrgrmPrcdr1,authprogramprocedure,authProgramProcedureID
claimprocedurexref,authProgramTypeID,clmPrcdrXrf_thPrgrmTyp1,authprogramtype,authProgramTypeID
clausecoderef,clauseCodeSetID,clsCdRf_clsCdSt1,clausecodeset,clauseCodeSetID
clineditrespcodeuploaddetail,clinEditRespCodeUploadHeaderID,clndtRspCdpldDtl_clndtRspCdpldHdr1,clineditrespcodeuploadheader,clinEditRespCodeUploadHeaderID
clineditscheddetailclmtypexcl,clinicalEditSchedDetailID,clndtSchdDtlClmTypxcl_clncldtSchdDtl1,clinicaleditscheddetail,clinicalEditSchedDetailID
clineditscheddetailclmtypexcl,clinicalEditSchedID,clndtSchdDtlClmTypxcl_clncldtSchd1,clinicaleditsched,clinicalEditSchedID
clinicaleditassignment,clinicalEditResponseCode,clncldtssgnmnt_clncldtRspnsCd1,clinicaleditresponsecode,clinicalEditResponseCode
clinicaleditassignment,clinicalEditSchedDetailID,clncldtssgnmnt_clncldtSchdDtl1,clinicaleditscheddetail,clinicalEditSchedDetailID
clinicaleditassignment,clinicalEditSchedID,clncldtssgnmnt_clncldtSchd1,clinicaleditsched,clinicalEditSchedID
clinicaleditscheddetail,clinicalEditSchedID,clncldtSchdDtl_clncldtSchd1,clinicaleditsched,clinicalEditSchedID
clinicaleditschednote,clinicalEditSchedID,clncldtSchdNt_clncldtSchd1,clinicaleditsched,clinicalEditSchedID
clinicaleffratgbaseuploadstage,clcEffRatgBaseFileUpldHeaderID,clnclffRtgBspldStg_clcffRtgBsFlpldHdr1,clceffratgbasefileupldheader,clcEffRatgBaseFileUpldHeaderID
clinicaleffratgerrorcodedt,clinicalEffRatgErrorCodeID,clnclffRtgrrrCdDt_clnclffRtgrrrCd1,clinicaleffratgerrorcode,clinicalEffRatgErrorCodeID
clinicaleffratgfileuploaderror,clcEffRatgBaseFileUpldHeaderID,clnclffRtgFlpldrrr_clcffRtgBsFlpldHdr1,clceffratgbasefileupldheader,clcEffRatgBaseFileUpldHeaderID
closereasontypetransactiontype,closeReasonType,clsRsnTypTrnsctnTyp_clsRsnTyp1,closereasontype,closeReasonType
cobrascheddetail,cobraSchedID,cbrSchdDtl_cbrSchd1,cobrasched,cobraSchedID
cobrascheddetailbenefit,cobraSchedDetailID,cbrSchdDtlBnft_cbrSchdDtl1,cobrascheddetail,cobraSchedDetailID
cobrascheddetailbenefit,cobraSchedID,cbrSchdDtlBnft_cbrSchd1,cobrasched,cobraSchedID
cobrascheddetailexclusion,cobraSchedDetailID,cbrSchdDtlxclsn_cbrSchdDtl1,cobrascheddetail,cobraSchedDetailID
cobrascheddetailexclusion,cobraSchedID,cbrSchdDtlxclsn_cbrSchd1,cobrasched,cobraSchedID
cobrascheddetailgracetime,cobraSchedDetailID,cbrSchdDtlGrcTm_cbrSchdDtl1,cobrascheddetail,cobraSchedDetailID
cobrascheddetailgracetime,cobraSchedID,cbrSchdDtlGrcTm_cbrSchd1,cobrasched,cobraSchedID
cobrascheddetailnotification,cobraSchedDetailID,cbrSchdDtlNtfctn_cbrSchdDtl1,cobrascheddetail,cobraSchedDetailID
cobrascheddetailnotification,cobraSchedID,cbrSchdDtlNtfctn_cbrSchd1,cobrasched,cobraSchedID
cobrascheddetailpartialmonth,cobraSchedDetailID,cbrSchdDtlPrtlMnth_cbrSchdDtl1,cobrascheddetail,cobraSchedDetailID
cobrascheddetailpartialmonth,cobraSchedID,cbrSchdDtlPrtlMnth_cbrSchd1,cobrasched,cobraSchedID
cobrascheddetailqualbeneficiar,cobraSchedDetailID,cbrSchdDtlQlBnfcr_cbrSchdDtl1,cobrascheddetail,cobraSchedDetailID
cobrascheddetailqualbeneficiar,cobraSchedID,cbrSchdDtlQlBnfcr_cbrSchd1,cobrasched,cobraSchedID
cobrascheddetailqualevent,cobraSchedDetailID,cbrSchdDtlQlvnt_cbrSchdDtl1,cobrascheddetail,cobraSchedDetailID
cobrascheddetailqualevent,cobraSchedID,cbrSchdDtlQlvnt_cbrSchd1,cobrasched,cobraSchedID
cobrascheddetailqualeventprem,cobraSchedDetailID,cbrSchdDtlQlvntPrm_cbrSchdDtl1,cobrascheddetail,cobraSchedDetailID
cobrascheddetailqualeventprem,cobraSchedDetailQualEventID,cbrSchdDtlQlvntPrm_cbrSchdDtlQlvnt1,cobrascheddetailqualevent,cobraSchedDetailQualEventID
cobrascheddetailqualeventprem,cobraSchedID,cbrSchdDtlQlvntPrm_cbrSchd1,cobrasched,cobraSchedID
cobrascheddetailsubsidy,cobraSchedDetailID,cbrSchdDtlSbsdy_cbrSchdDtl1,cobrascheddetail,cobraSchedDetailID
cobrascheddetailsubsidy,cobraSchedID,cbrSchdDtlSbsdy_cbrSchd1,cobrasched,cobraSchedID
cobrascheddetailsubsidytier,cobraSchedDetailID,cbrSchdDtlSbsdyTr_cbrSchdDtl1,cobrascheddetail,cobraSchedDetailID
cobrascheddetailsubsidytier,cobraSchedDetailSubsidyID,cbrSchdDtlSbsdyTr_cbrSchdDtlSbsdy1,cobrascheddetailsubsidy,cobraSchedDetailSubsidyID
cobrascheddetailsubsidytier,cobraSchedID,cbrSchdDtlSbsdyTr_cbrSchd1,cobrasched,cobraSchedID
cobraschednote,cobraSchedID,cbrSchdNt_cbrSchd1,cobrasched,cobraSchedID
cobscheddetail,cobSchedID,cbSchdDtl_cbSchdl1,cobschedule,cobSchedID
cobscheddetailclaimtyperef,cobSchedDetailID,cbSchdDtlClmTypRf_cbSchdDtl1,cobscheddetail,cobSchedDetailID
cobscheddetailcobemploystatus,cobSchedDetailID,cbSchdDtlCbmplyStts_cbSchdDtl1,cobscheddetail,cobSchedDetailID
cobschedexcludeadjustrsncode,cobSchedID,cbSchdxclddjstRsnCd_cbSchdl1,cobschedule,cobSchedID
cobschednote,cobSchedID,cbSchdNt_cbSchdl1,cobschedule,cobSchedID
cobschedrules,cobSchedID,cbSchdRls_cbSchdl1,cobschedule,cobSchedID
cobschedrulesadjustreasoncode,cobSchedID,cbSchdRlsdjstRsnCd_cbSchdl1,cobschedule,cobSchedID
cobschedrulesadjustreasoncode,cobSchedRulesID,cbSchdRlsdjstRsnCd_cbSchdRls1,cobschedrules,cobSchedRulesID
cobschedrulesclaimtyperef,cobSchedID,cbSchdRlsClmTypRf_cbSchdl1,cobschedule,cobSchedID
cobschedrulesclaimtyperef,cobSchedRulesID,cbSchdRlsClmTypRf_cbSchdRls1,cobschedrules,cobSchedRulesID
cobschedrulesgovtbentyperef,cobSchedID,cbSchdRlsGvtBnTypRf_cbSchdl1,cobschedule,cobSchedID
cobschedrulesgovtbentyperef,cobSchedRulesID,cbSchdRlsGvtBnTypRf_cbSchdRls1,cobschedrules,cobSchedRulesID
cobschedrulestaxonomycoderef,cobSchedID,cbSchdRlsTxnmyCdRf_cbSchdl1,cobschedule,cobSchedID
cobschedrulestaxonomycoderef,cobSchedRulesID,cbSchdRlsTxnmyCdRf_cbSchdRls1,cobschedrules,cobSchedRulesID
cobschedulevalidation,cobSchedID,cbSchdlVldtn_cbSchdl1,cobschedule,cobSchedID
contactaddress,contactID,cntctddrss_cntct1,contact,contactID
contactelectroniccom,contactID,cntctlctrncCm_cntct1,contact,contactID
contactnotes,contactID,cntctNts_cntct1,contact,contactID
contactphone,contactID,cntctPhn_cntct1,contact,contactID
continuationschedexhaustiondtl,continuationSchedID,cntntnSchdxhstnDtl_cntntnSchd1,continuationsched,continuationSchedID
continuationschednote,continuationSchedID,cntntnSchdNt_cntntnSchd1,continuationsched,continuationSchedID
contractmgschedassignednetwork,contractMGSchedID,cntrctMGSchdssgndNtwrk_cntrctMGSchd1,contractmgsched,contractMGSchedID
contractmgschedempcount,contractMGSchedID,cntrctMGSchdmpCnt_cntrctMGSchd1,contractmgsched,contractMGSchedID
contractmgschedlob,contractMGSchedID,cntrctMGSchdLb_cntrctMGSchd1,contractmgsched,contractMGSchedID
contractmgschedmembergroup,contractMGSchedID,cntrctMGSchdMmbrGrp_cntrctMGSchd1,contractmgsched,contractMGSchedID
contractmgschednote,contractMGSchedID,cntrctMGSchdNt_cntrctMGSchd1,contractmgsched,contractMGSchedID
contractmgschedpriorcarrier,contractMGSchedID,cntrctMGSchdPrrCrrr_cntrctMGSchd1,contractmgsched,contractMGSchedID
contractmgschedsitusstate,contractMGSchedID,cntrctMGSchdStsStt_cntrctMGSchd1,contractmgsched,contractMGSchedID
correspondenceentitydetail,correspondenceID,crrspndncnttyDtl_crrspndnc1,correspondence,correspondenceID
correspondencenote,correspondenceID,crrspndncNt_crrspndnc1,correspondence,correspondenceID
correspondencetransdetail,correspondenceID,crrspndncTrnsDtl_crrspndnc1,correspondence,correspondenceID
correspondencetransdetailskill,correspondenceTransDetailID,crrspndncTrnsDtlSkll_crrspndncTrnsDtl1,correspondencetransdetail,correspondenceTransDetailID
costsharefactorfileuplderror,costShareFactorFileUpldHeaderID,cstShrFctrFlpldrrr_cstShrFctrFlpldHdr1,costsharefactorfileupldheader,costShareFactorFileUpldHeaderID
costsharefactorfileupldstage,costShareFactorFileUpldHeaderID,cstShrFctrFlpldStg_cstShrFctrFlpldHdr1,costsharefactorfileupldheader,costShareFactorFileUpldHeaderID
costsharefactorschedauditdtl,costShareFactorSchedVersionID,cstShrFctrSchddtDtl_cstShrFctrSchd1,costsharefactorsched,costShareFactorSchedVersionID
costsharefactorscheddetail,costShareFactorSchedTimelineID,cstShrFctrSchdDtl_cstShrFctrSchdTmln1,costsharefactorschedtimeline,costShareFactorSchedTimelineID
costsharefactorscheddetailfctr,costShareFactorSchedDetailID,cstShrFctrSchdDtlFctr_cstShrFctrSchdDtl1,costsharefactorscheddetail,costShareFactorSchedDetailID
costsharefactorscheddtlagegend,costShareFactorSchedDetailFctrID,cstShrFctrSchdDtlgGnd_cstShrFctrSchdDtlFctr1,costsharefactorscheddetailfctr,costShareFactorSchedDetailFctrID
costsharefactorscheddtlagegend,costShareFactorSchedTlAgeGendID,cstShrFctrSchdDtlgGnd_cstShrFctrSchdTlgGnd1,costsharefactorschedtlagegend,costShareFactorSchedTlAgeGendID
costsharefactorschednote,costShareFactorSchedVersionID,cstShrFctrSchdNt_cstShrFctrSchd1,costsharefactorsched,costShareFactorSchedVersionID
costsharefactorschedtimeline,costShareFactorSchedVersionID,cstShrFctrSchdTmln_cstShrFctrSchd1,costsharefactorsched,costShareFactorSchedVersionID
costsharefactorschedtlagegend,costShareFactorSchedTimelineID,cstShrFctrSchdTlgGnd_cstShrFctrSchdTmln1,costsharefactorschedtimeline,costShareFactorSchedTimelineID
costshareoverridebenefitcode,costShareOverrideSettingDetailID,cstShrvrrdBnftCd_cstShrvrrdSttngDtl1,costshareoverridesettingdetail,costShareOverrideSettingDetailID
costshareoverridebenefitcode,costShareOverrideSettingID,cstShrvrrdBnftCd_cstShrvrrdSttngDtl1,costshareoverridesettingdetail,costShareOverrideSettingID
costshareoverridemodifier,costShareOverrideSettingDetailID,cstShrvrrdMdfr_cstShrvrrdSttngDtl1,costshareoverridesettingdetail,costShareOverrideSettingDetailID
costshareoverridemodifier,costShareOverrideSettingID,cstShrvrrdMdfr_cstShrvrrdSttngDtl1,costshareoverridesettingdetail,costShareOverrideSettingID
costshareoverridesettingdetail,costShareOverrideSettingID,cstShrvrrdSttngDtl_cstShrvrrdSttng1,costshareoverridesetting,costShareOverrideSettingID
cotstageassign,cotStageType,ctStgssgn_ctStgTyp1,cotstagetype,cotStageType
cotstageassign,cotType,ctStgssgn_ctTyp1,cottype,cotType
cpt4procasafileuploaddetail,cpt4ProcedureFileUploadHeaderID,cpt4PrcsFlpldDtl_cpt4PrcdrFlpldHdr1,cpt4procedurefileuploadheader,cpt4ProcedureFileUploadHeaderID
cpt4procedurefileuploaddetail,cpt4ProcedureFileUploadHeaderID,cpt4PrcdrFlpldDtl_cpt4PrcdrFlpldHdr1,cpt4procedurefileuploadheader,cpt4ProcedureFileUploadHeaderID
cpt4procmedfileuploaddetail,cpt4ProcedureFileUploadHeaderID,cpt4PrcMdFlpldDtl_cpt4PrcdrFlpldHdr1,cpt4procedurefileuploadheader,cpt4ProcedureFileUploadHeaderID
customrouteexplanationtypecode,customRouteExplanationTypeID,cstmRtxplntnTypCd_cstmRtxplntnTyp1,customrouteexplanationtype,customRouteExplanationTypeID
datasecuritybookofbusinesstype,dataSecurityDataSetID,dtScrtyBkfBsnssTyp_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
datasecuritycarrier,dataSecurityDataSetID,dtScrtyCrrr_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
datasecuritycarrierproduct,dataSecurityDataSetID,dtScrtyCrrrPrdct_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
datasecuritycarrierproductmg,dataSecurityDataSetID,dtScrtyCrrrPrdctMg_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
datasecuritycarrierrevarr,dataSecurityDataSetID,dtScrtyCrrrRvrr_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
datasecuritygroup,dataSecurityDataSetID,dtScrtyGrp_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
datasecuritymember,dataSecurityDataSetID,dtScrtyMmbr_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
datasecuritymembergroup,dataSecurityDataSetID,dtScrtyMmbrGrp_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
datasecurityownergroup,dataSecurityDataSetID,dtScrtywnrGrp_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
datasecurityproduct,dataSecurityDataSetID,dtScrtyPrdct_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
datasecurityuserlocation,dataSecurityDataSetID,dtScrtysrLctn_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
datasecurityutilizationplan,dataSecurityDataSetID,dtScrtytlztnPln_dtScrtyDtSt1,datasecuritydataset,dataSecurityDataSetID
delegscenservfileuplderror,delegScenServFileUpldHeaderID,dlgScnSrvFlpldrrr_dlgScnSrvFlpldHdr1,delegscenservfileupldheader,delegScenServFileUpldHeaderID
delegscenservfileupldstage,delegScenServFileUpldHeaderID,dlgScnSrvFlpldStg_dlgScnSrvFlpldHdr1,delegscenservfileupldheader,delegScenServFileUpldHeaderID
delegschedentity,delegSchedVersionID,dlgSchdntty_dlgSchd1,delegsched,delegSchedVersionID
delegschedentitysubrogation,delegSchedEntityID,dlgSchdnttySbrgtn_dlgSchdntty1,delegschedentity,delegSchedEntityID
delegschedfunction,delegFunctionCode,dlgSchdFnctn_dlgFnctn1,delegfunction,delegFunctionCode
delegschedfunction,delegSchedEntityID,dlgSchdFnctn_dlgSchdntty1,delegschedentity,delegSchedEntityID
delegschedfunction,delegSchedVersionID,dlgSchdFnctn_dlgSchdntty1,delegschedentity,delegSchedVersionID
delegschedfunctionassign,delegFunctionCode,dlgSchdFnctnssgn_dlgFnctn1,delegfunction,delegFunctionCode
delegschedfunctionassign,delegSchedScenarioFunctionID,dlgSchdFnctnssgn_dlgSchdScnrFnctn1,delegschedscenariofunction,delegSchedScenarioFunctionID
delegschedfunctionassign,delegSchedScenarioID,dlgSchdFnctnssgn_dlgSchdScnrFnctn1,delegschedscenariofunction,delegSchedScenarioID
delegschedfunctionassign,delegSchedVersionID,dlgSchdFnctnssgn_dlgSchdScnrFnctn1,delegschedscenariofunction,delegSchedVersionID
delegschednote,delegSchedVersionID,dlgSchdNt_dlgSchd1,delegsched,delegSchedVersionID
delegschedrule,delegSchedEntityID,dlgSchdRl_dlgSchdntty1,delegschedentity,delegSchedEntityID
delegschedrule,delegSchedRuleScenarioID,dlgSchdRl_dlgSchdRlScnr1,delegschedrulescenario,delegSchedRuleScenarioID
delegschedrule,delegSchedVersionID,dlgSchdRl_dlgSchd1,delegsched,delegSchedVersionID
delegschedrulescenario,delegSchedVersionID,dlgSchdRlScnr_dlgSchd1,delegsched,delegSchedVersionID
delegschedscenario,delegSchedVersionID,dlgSchdScnr_dlgSchd1,delegsched,delegSchedVersionID
delegschedscenariofuncservtin,delegSchedScenarioFunctionServID,dlgSchdScnrFncSrvTN_dlgSchdScnrFnctnSrv1,delegschedscenariofunctionserv,delegSchedScenarioFunctionServID
delegschedscenariofunction,delegSchedScenarioID,dlgSchdScnrFnctn_dlgSchdScnr1,delegschedscenario,delegSchedScenarioID
delegschedscenariofunction,delegSchedVersionID,dlgSchdScnrFnctn_dlgSchdScnr1,delegschedscenario,delegSchedVersionID
delegschedscenariofunctionserv,delegSchedEntityID,dlgSchdScnrFnctnSrv_dlgSchdntty1,delegschedentity,delegSchedEntityID
delegschedscenariofunctionserv,delegSchedScenarioFunctionID,dlgSchdScnrFnctnSrv_dlgSchdScnrFnctn1,delegschedscenariofunction,delegSchedScenarioFunctionID
delegschedscenariofunctionserv,delegSchedScenarioID,dlgSchdScnrFnctnSrv_dlgSchdScnrFnctn1,delegschedscenariofunction,delegSchedScenarioID
delegschedscenariofunctionserv,delegSchedVersionID,dlgSchdScnrFnctnSrv_dlgSchdScnrFnctn1,delegschedscenariofunction,delegSchedVersionID
delegschedservicearea,delegSchedVersionID,dlgSchdSrvcr_dlgSchd1,delegsched,delegSchedVersionID
delegsetid,delegSetVersionID,dlgStD_dlgSt1,delegset,delegSetVersionID
delegsetnote,delegSetVersionID,dlgStNt_dlgSt1,delegset,delegSetVersionID
delegsetschedassign,delegSetTimelineID,dlgStSchdssgn_dlgStTmln1,delegsettimeline,delegSetTimelineID
delegsetschedassign,delegSetVersionID,dlgStSchdssgn_dlgSt1,delegset,delegSetVersionID
delegsettimeline,delegSetVersionID,dlgStTmln_dlgSt1,delegset,delegSetVersionID
dentalencounterfiledetailreq,dentalEncounterFileHeaderReqID,dntlncntrFlDtlRq_dntlncntrFlHdrRq1,dentalencounterfileheaderreq,dentalEncounterFileHeaderReqID
denyreasoncodeoverride,denyReasonCode,dnyRsnCdvrrd_dnyRsnCd1,denyreasoncode,denyReasonCode
diagnosissetcat,diagnosisCategory,dgnssStCt_dgnssCtgry1,diagnosiscategory,diagnosisCategory
diagnosissetcat,diagnosisSetID,dgnssStCt_dgnssSt1,diagnosisset,diagnosisSetID
diagnosissetcatdetail,diagnosisSetCatID,dgnssStCtDtl_dgnssStCt1,diagnosissetcat,diagnosisSetCatID
diagnosissetcatdetail,diagnosisSetID,dgnssStCtDtl_dgnssStCt1,diagnosissetcat,diagnosisSetID
diagnosissetcatdetaildef,diagnosisSetCatDetailID,dgnssStCtDtlDf_dgnssStCtDtl1,diagnosissetcatdetail,diagnosisSetCatDetailID
diagnosissetcatdetaildef,diagnosisSetCatID,dgnssStCtDtlDf_dgnssStCtDtl1,diagnosissetcatdetail,diagnosisSetCatID
