"TABLE_NAME","COLUMN_NAME","CONSTRAINT_NAME","REFERENCED_TABLE_NAME","REFERENCED_COLUMN_NAME"
accumbenecostsharetxsuppress,accumBeneCostShareTxID,ccmBnCstShrTxSpprss_ccmBnCstShrTx1,accumbenecostsharetx,accumBeneCostShareTxID
accumbypassplan,accumBypassID,ccmBypssPln_ccmBypss1,accumbypass,accumBypassID
accumbypasstenantlink,accumBypassID,ccmBypssTnntLnk_ccmBypss1,accumbypass,accumBypassID
accumbypasstx,accumBypassID,ccmBypssTX_ccmBypss1,accumbypass,accumBypassID
accumbypasstxsuppress,accumBypassTXID,ccmBypssTXSpprss_ccmBypssTX1,accumbypasstx,accumBypassTXID
accumcobreservecheckreimbrecon,accumCOBReserveID,ccmCBRsrvChckRmbRcn_ccmCBRsrv1,accumcobreserve,accumCOBReserveID
accumcobreserveplan,accumCOBReserveID,ccmCBRsrvPln_ccmCBRsrv1,accumcobreserve,accumCOBReserveID
accumcobreservetenantlink,accumCOBReserveID,ccmCBRsrvTnntLnk_ccmCBRsrv1,accumcobreserve,accumCOBReserveID
accumcobreservetx,accumCOBReserveID,ccmCBRsrvTX_ccmCBRsrv1,accumcobreserve,accumCOBReserveID
accumdeductfamplan,accumDeductFamID,ccmDdctFmPln_ccmDdctFm1,accumdeductfam,accumDeductFamID
accumdeductfamtenantlink,accumDeductFamID,ccmDdctFmTnntLnk_ccmDdctFm1,accumdeductfam,accumDeductFamID
accumdeductfamtx,accumDeductFamID,ccmDdctFmTX_ccmDdctFm1,accumdeductfam,accumDeductFamID
accumdeductfamtxsuppress,accumDeductFamTXID,ccmDdctFmTXSpprss_ccmDdctFmTX1,accumdeductfamtx,accumDeductFamTXID
accumdeductindivplan,accumDeductIndivID,ccmDdctndvPln_ccmDdctndv1,accumdeductindiv,accumDeductIndivID
accumdeductindivtenantlink,accumDeductIndivID,ccmDdctndvTnntLnk_ccmDdctndv1,accumdeductindiv,accumDeductIndivID
accumdeductindivtx,accumDeductIndivID,ccmDdctndvTX_ccmDdctndv1,accumdeductindiv,accumDeductIndivID
accumdeductindivtxsuppress,accumDeductIndivTXID,ccmDdctndvTXSpprss_ccmDdctndvTX1,accumdeductindivtx,accumDeductIndivTXID
accumerrornote,accumErrorID,ccmrrrNt_ccmrrr1,accumerror,accumErrorID
accummaxfamplan,accumMaxFamID,ccmMxFmPln_ccmMxFm1,accummaxfam,accumMaxFamID
accummaxfamtenantlink,accumMaxFamID,ccmMxFmTnntLnk_ccmMxFm1,accummaxfam,accumMaxFamID
accummaxfamtx,accumMaxFamID,ccmMxFmTX_ccmMxFm1,accummaxfam,accumMaxFamID
accummaxfamtxdetail,accumMaxFamTXID,ccmMxFmTxDtl_ccmMxFmTX1,accummaxfamtx,accumMaxFamTXID
accummaxfamtxsuppress,accumMaxFamTXID,ccmMxFmTXSpprss_ccmMxFmTX1,accummaxfamtx,accumMaxFamTXID
accummaxindivplan,accumMaxIndivID,ccmMxndvPln_ccmMxndv1,accummaxindiv,accumMaxIndivID
accummaxindivtenantlink,accumMaxIndivID,ccmMxndvTnntLnk_ccmMxndv1,accummaxindiv,accumMaxIndivID
accummaxindivtx,accumMaxIndivID,ccmMxndvTX_ccmMxndv1,accummaxindiv,accumMaxIndivID
accummaxindivtxdetail,accumMaxIndivTXID,ccmMxndvTxDtl_ccmMxndvTX1,accummaxindivtx,accumMaxIndivTXID
accummaxindivtxsuppress,accumMaxIndivTXID,ccmMxndvTXSpprss_ccmMxndvTX1,accummaxindivtx,accumMaxIndivTXID
accumoopfamplan,accumOOPFamID,ccmPFmPln_ccmPFm1,accumoopfam,accumOOPFamID
accumoopfamtenantlink,accumOOPFamID,ccmPFmTnntLnk_ccmPFm1,accumoopfam,accumOOPFamID
accumoopfamtx,accumOOPFamID,ccmPFmTX_ccmPFm1,accumoopfam,accumOOPFamID
accumoopfamtxsuppress,oopAccumFamTxID,ccmPFmTXSpprss_ccmPFmTX1,accumoopfamtx,oopAccumFamTxID
accumoopindivplan,accumOOPIndivID,ccmPndvPln_ccmPndv1,accumoopindiv,accumOOPIndivID
accumoopindivtenantlink,accumOOPIndivID,ccmPndvTnntLnk_ccmPndv1,accumoopindiv,accumOOPIndivID
accumoopindivtx,accumOOPIndivID,ccmPndvTX_ccmPndv1,accumoopindiv,accumOOPIndivID
accumoopindivtxsuppress,accumOOPIndivTXID,ccmPndvTXSpprss_ccmPndvTX1,accumoopindivtx,accumOOPIndivTXID
accumstoplossdedindivdtltx,accumStoplossDedIndivID,ccmStplssDdndvDtlTX_ccmStplssDdndv1,accumstoplossdedindiv,accumStoplossDedIndivID
accumstoplossdedindivdtltx,accumStoplossDedIndivTXID,ccmStplssDdndvDtlTX_ccmStplssDdndvTX1,accumstoplossdedindivtx,accumStoplossDedIndivTXID
accumstoplossdedindivtx,accumStoplossDedIndivID,ccmStplssDdndvTX_ccmStplssDdndv1,accumstoplossdedindiv,accumStoplossDedIndivID
accumtransmsglogerror,accumTransMsgLogID,ccmTrnsMsgLgrrr_ccmTrnsMsgLg1,accumtransmsglog,accumTransMsgLogID
accumtransmsglogresp,accumTransMsgLogID,ccmTrnsMsgLgRsp_ccmTrnsMsgLg1,accumtransmsglog,accumTransMsgLogID
accumumauthbeddaytx,accumUmAuthBedDayID,ccmmthBdDyTx_ccmmthBdDy1,accumumauthbedday,accumUmAuthBedDayID
accumumauthoutpatienttx,accumUmAuthOutpatientID,ccmmthtptntTx_ccmmthtptnt1,accumumauthoutpatient,accumUmAuthOutpatientID
accumumreferraltx,accumUmReferralID,ccmmRfrrlTx_ccmmRfrrl1,accumumreferral,accumUmReferralID
accumuploaddetail,accumUploadHeaderID,ccmpldDtl_ccmpldHdr1,accumuploadheader,accumUploadHeaderID
accumuploaddetailtx,accumUploadDetailID,ccmpldDtlTx_ccmpldDtl1,accumuploaddetail,accumUploadDetailID
apeventsequence,apTransactionID,pvntSqnc_pTrnsctn1,aptransaction,apTransactionID
apeventsequencetransaction,apEventSequenceID,pvntSqncTrnsctn_pvntSqnc1,apeventsequence,apEventSequenceID
apeventsequencetransaction,apTransactionID,pvntSqncTrnsctn_pTrnsctn1,aptransaction,apTransactionID
apgenerationrespintpenalty,apGenerationResponseID,pGnrtnRspntPnlty_pGnrtnRspns1,apgenerationresponse,apGenerationResponseID
apgenerationresponse,apTransactionID,pGnrtnRspns_pTrnsctn1,aptransaction,apTransactionID
apgenerationresponseentreserve,apGenerationResponseID,pGnrtnRspnsntRsrv_pGnrtnRspns1,apgenerationresponse,apGenerationResponseID
apgenerationresponseentreserve,apTransactionID,pGnrtnRspnsntRsrv_pTrnsctn1,aptransaction,apTransactionID
apgenerationresponsesle,apGenerationResponseID,pGnrtnRspnsSl_pGnrtnRspns1,apgenerationresponse,apGenerationResponseID
aptransactionaccumsnapshot,apTransactionID,pTrnsctnccmSnpsht_pTrnsctn1,aptransaction,apTransactionID
aptransactionattrib,apTransactionAttribSetID,pTrnsctnttrb_pTrnsctnttrbSt1,aptransactionattribset,apTransactionAttribSetID
aptransactionattribsetglstring,apTransactionAttribSetID,pTrnsctnttrbStGlStrng_pTrnsctnttrbSt1,aptransactionattribset,apTransactionAttribSetID
aptransactionattribtag,apTransactionAttribSetID,pTrnsctnttrbTg_pTrnsctnttrbSt1,aptransactionattribset,apTransactionAttribSetID
aptransactiondetail,apTransactionID,pTrnsctnDtl_pTrnsctn1,aptransaction,apTransactionID
aptransactioninterest,apTransactionDetailID,pTrnsctnntrst_pTrnsctnDtl1,aptransactiondetail,apTransactionDetailID
aptransactioninterest,apTransactionID,pTrnsctnntrst_pTrnsctnDtl1,aptransactiondetail,apTransactionID
aptransactionlock,claimEventID,pTrnsctnLck_clmvnt1,claimevent,claimEventID
aptransactionnote,apTransactionID,pTrnsctnNt_pTrnsctn1,aptransaction,apTransactionID
aptransactionop,apTransactionID,pTrnsctnP_pTrnsctn1,aptransaction,apTransactionID
aptransactionoprecover,apTransactionOPID,pTrnsctnPRcvr_pTrnsctnP1,aptransactionop,apTransactionOPID
aptransactionrecipient,apTransactionID,pTrnsctnRcpnt_pTrnsctn1,aptransaction,apTransactionID
aptransactionreduction,apTransactionID,pTrnsctnRdctn_pTrnsctn1,aptransaction,apTransactionID
aptransactionremark,apTransactionDetailID,pTrnsctnRmrk_pTrnsctnDtl1,aptransactiondetail,apTransactionDetailID
aptransactionremark,apTransactionID,pTrnsctnRmrk_pTrnsctn1,aptransaction,apTransactionID
aptransactiontag,apTransactionID,pTrnsctnTg_pTrnsctn1,aptransaction,apTransactionID
areventsequence,arTransactionID,rvntSqnc_rTrnsctn1,artransaction,arTransactionID
areventsequencesle,arEventSequenceID,rvntSqncSl_rvntSqnc1,areventsequence,arEventSequenceID
areventsequencetransaction,arEventSequenceID,rvntSqncTrnsctn_rvntSqnc1,areventsequence,arEventSequenceID
areventsequencetransaction,arTransactionID,rvntSqncTrnsctn_rvntSqnc1,areventsequence,arTransactionID
artransactionauditdetail,arTransactionID,rTrnsctndtDtl_rTrnsctn1,artransaction,arTransactionID
artransactiondetail,arTransactionID,rTrnsctnDtl_rTrnsctn1,artransaction,arTransactionID
artransactiondetailreceipt,arTransactionDetailID,rTrnsctnDtlRcpt_rTrnsctnDtl1,artransactiondetail,arTransactionDetailID
artransactiondetailreceipt,arTransactionReceiptID,rTrnsctnDtlRcpt_rTrnsctnRcpt1,artransactionreceipt,arTransactionReceiptID
artransactionnote,arTransactionID,rTrnsctnNt_rTrnsctn1,artransaction,arTransactionID
artransactionwriteoff,arTransactionDetailID,rTrnsctnWrtff_rTrnsctnDtl1,artransactiondetail,arTransactionDetailID
artransactionwriteoff,arTransactionID,rTrnsctnWrtff_rTrnsctnDtl1,artransactiondetail,arTransactionID
benedetailservresp,beneDetailServLogID,bnDtlSrvRsp_bnDtlSrvLg1,benedetailservlog,beneDetailServLogID
benedetailservrespcode,beneDetailServLogID,bnDtlSrvRspCd_bnDtlSrvRsp1,benedetailservresp,beneDetailServLogID
benedetailservrespcode,beneDetailServRespID,bnDtlSrvRspCd_bnDtlSrvRsp1,benedetailservresp,beneDetailServRespID
benedetailservrespdetail,beneDetailServLogID,bnDtlSrvRspDtl_bnDtlSrvRsp1,benedetailservresp,beneDetailServLogID
benedetailservrespdetail,beneDetailServRespID,bnDtlSrvRspDtl_bnDtlSrvRsp1,benedetailservresp,beneDetailServRespID
benedetailservrespdetailcode,beneDetailServLogID,bnDtlSrvRspDtlCd_bnDtlSrvRspDtl1,benedetailservrespdetail,beneDetailServLogID
benedetailservrespdetailcode,beneDetailServRespDetailID,bnDtlSrvRspDtlCd_bnDtlSrvRspDtl1,benedetailservrespdetail,beneDetailServRespDetailID
benedetailservrespdetailcode,beneDetailServRespID,bnDtlSrvRspDtlCd_bnDtlSrvRspDtl1,benedetailservrespdetail,beneDetailServRespID
clabenefitassignedprovadjud,claBenefitAssignedProviderID,clBnftssgndPrvdjd_clBnftssgndPrvdr1,clabenefitassignedprovider,claBenefitAssignedProviderID
clabenefitassignedprovadjud,claimLineAdjudicationID,clBnftssgndPrvdjd_clmLndjdctn1,claimlineadjudication,claimLineAdjudicationID
clabenefitassignedprovider,claimLineAdjudicationID,clBnftssgndPrvdr_clmLndjdctn1,claimlineadjudication,claimLineAdjudicationID
clabenefitcob,claimLineAdjudicationID,clBnftCB_clmLndjdctn1,claimlineadjudication,claimLineAdjudicationID
clabenefitcobreservedetail,claimLineAdjudicationID,clBnftCBRsrvDtl_clmLndjdctn1,claimlineadjudication,claimLineAdjudicationID
clabenefiteocaction,claEocRelatedLogID,clBnftcctn_clcRltdLg1,claeocrelatedlog,claEocRelatedLogID
clabenefituseroverridebcrr,claBenefitUserOverrideID,clBnftsrvrrdBCRR_clBnftsrvrrd1,clabenefituseroverride,claBenefitUserOverrideID
clabenefituseroverridedisauth,claBenefitUserOverrideID,clBnftsrvrrdDsth_clBnftsrvrrd1,clabenefituseroverride,claBenefitUserOverrideID
clabenefituseroverridereferral,claBenefitUserOverrideID,clBnftsrvrrdRfrrl_clBnftsrvrrd1,clabenefituseroverride,claBenefitUserOverrideID
clabenefituseroverridewaivemax,claBenefitUserOverrideID,clBnftsrvrrdWvMx_clBnftsrvrrd1,clabenefituseroverride,claBenefitUserOverrideID
cladenyremark,claDenyID,clDnyRmrk_clDny1,cladeny,claDenyID
claeocrelatedlogoverride,claEocRelatedLogID,clcRltdLgvrrd_clcRltdLg1,claeocrelatedlog,claEocRelatedLogID
claimaccident,claimID,clmccdnt_clmHdr1,claimheader,claimID
claimaccidentevent,claimEventID,clmccdntvnt_clmvnt1,claimevent,claimEventID
claimaccidentevent,claimHeaderEventID,clmccdntvnt_clmHdrvnt1,claimheaderevent,claimHeaderEventID
claimaccidentevent,claimID,clmccdntvnt_clmHdr1,claimheader,claimID
claimambulance,claimID,clmmblnc_clmHdr1,claimheader,claimID
claimattachment,claimID,clmttchmnt_clmHdr1,claimheader,claimID
claimattachmentevent,claimEventID,clmttchmntvnt_clmvnt1,claimevent,claimEventID
claimattachmentevent,claimHeaderEventID,clmttchmntvnt_clmHdrvnt1,claimheaderevent,claimHeaderEventID
claimattachmentevent,claimID,clmttchmntvnt_clmHdr1,claimheader,claimID
claimbillsummary,claimEventID,clmBllSmmry_clmvnt1,claimevent,claimEventID
claimbillsummary,claimID,clmBllSmmry_clmHdr1,claimheader,claimID
claimbillsummaryline,claimBillSummaryID,clmBllSmmryLn_clmBllSmmry1,claimbillsummary,claimBillSummaryID
claimclinic,claimID,clmClnc_clmHdr1,claimheader,claimID
claimclinicedit,claimClinicID,clmClncdt_clmClnc1,claimclinic,claimClinicID
claimcliniceditdiagnosis,claimClinicEditID,clmClncdtDgnss_clmClncdt1,claimclinicedit,claimClinicEditID
claimcliniceditflag,claimClinicEditID,clmClncdtFlg_clmClncdt1,claimclinicedit,claimClinicEditID
claimcliniceditflagprimarycode,claimClinicEditFlagID,clmClncdtFlgPrmryCd_clmClncdtFlg1,claimcliniceditflag,claimClinicEditFlagID
claimcliniceditmodifier,claimClinicEditID,clmClncdtMdfr_clmClncdt1,claimclinicedit,claimClinicEditID
claimcobadjustment,claimCOBOtherSubscriberID,clmCBdjstmnt_clmCBthrSbscrbr1,claimcobothersubscriber,claimCOBOtherSubscriberID
claimcobadjustment,claimID,clmCBdjstmnt_clmHdr1,claimheader,claimID
claimcobcontract,claimID,clmCBCntrct_clmHdr1,claimheader,claimID
claimcobheader,claimCOBOtherSubscriberID,clmCBHdr_clmCBthrSbscrbr1,claimcobothersubscriber,claimCOBOtherSubscriberID
claimcobheader,claimID,clmCBHdr_clmHdr1,claimheader,claimID
claimcobline,claimCOBOtherSubscriberID,clmCBLn_clmCBthrSbscrbr1,claimcobothersubscriber,claimCOBOtherSubscriberID
claimcobline,claimID,clmCBLn_clmHdr1,claimheader,claimID
claimcobmedicare,claimCOBOtherSubscriberID,clmCBMdcr_clmCBthrSbscrbr1,claimcobothersubscriber,claimCOBOtherSubscriberID
claimcobmedicare,claimID,clmCBMdcr_clmHdr1,claimheader,claimID
claimcobothersubscriber,claimID,clmCBthrSbscrbr_clmHdr1,claimheader,claimID
claimcobpayer,claimCOBOtherSubscriberID,clmCBPyr_clmCBthrSbscrbr1,claimcobothersubscriber,claimCOBOtherSubscriberID
claimcobpayer,claimID,clmCBPyr_clmHdr1,claimheader,claimID
claimcobprovsecondaryid,claimCOBOtherSubscriberID,clmCBPrvScndryD_clmCBthrSbscrbr1,claimcobothersubscriber,claimCOBOtherSubscriberID
claimcobprovsecondaryid,claimID,clmCBPrvScndryD_clmHdr1,claimheader,claimID
claimcobremittanceadvice,claimCOBOtherSubscriberID,clmCBRmttncdvc_clmCBthrSbscrbr1,claimcobothersubscriber,claimCOBOtherSubscriberID
claimcobremittanceadvice,claimID,clmCBRmttncdvc_clmHdr1,claimheader,claimID
claimcobreserve,claimEventID,clmCBRsrv_clmvnt1,claimevent,claimEventID
claimcobreservedetail,claimCOBReserveID,clmCBRsrvDtl_clmCBRsrv1,claimcobreserve,claimCOBReserveID
claimcondition,claimID,clmCndtn_clmHdr1,claimheader,claimID
claimcontact,claimID,clmCntct_clmHdr1,claimheader,claimID
claimdentalortho,claimID,clmDntlrth_clmHdrDntl1,claimheaderdental,claimID
claimdentalprosth,claimID,clmDntlPrsth_clmHdrDntl1,claimheaderdental,claimID
claimdiagnosis,claimID,clmDgnss_clmHdr1,claimheader,claimID
claimdiagnosisevent,claimEventID,clmDgnssvnt_clmvnt1,claimevent,claimEventID
claimdiagnosisevent,claimHeaderEventID,clmDgnssvnt_clmHdrvnt1,claimheaderevent,claimHeaderEventID
claimdiagnosisevent,claimID,clmDgnssvnt_clmHdr1,claimheader,claimID
claimedit,claimID,clmdt_qHdr1,queueheader,claimID
claimedit,queueID,clmdt_qHdr1,queueheader,queueID
claimedithx,claimEditID,clmdtHx_clmdt1,claimedit,claimEditID
claimedithx,claimID,clmdtHx_clmdt1,claimedit,claimID
claimenvmatchedclaims,claimEnvelopeID,clmnvMtchdClms_clmnvlp1,claimenvelope,claimEnvelopeID
claimevent,claimID,clmvnt_clmHdr1,claimheader,claimID
claimeventextcostsharereq,claimEventID,clmvntxtCstShrRq_clmvnt1,claimevent,claimEventID
claimeventextcostsharereqdtl,claimEventExtCostShareReqID,clmvntxtCstShrRqDtl_clmvntxtCstShrRq1,claimeventextcostsharereq,claimEventExtCostShareReqID
claimeventextcostshareresp,claimEventExtCostShareReqID,clmvntxtCstShrRsp_clmvntxtCstShrRq1,claimeventextcostsharereq,claimEventExtCostShareReqID
claimeventextcostsharerespcode,claimEventExtCostShareReqID,clmvntxtCstShrRspCd_clmvntxtCstShrRq1,claimeventextcostsharereq,claimEventExtCostShareReqID
claimeventextcostsharerespcode,claimEventExtCostShareRespID,clmvntxtCstShrRspCd_clmvntxtCstShrRsp1,claimeventextcostshareresp,claimEventExtCostShareRespID
claimeventextcostsharerespdtl,claimEventExtCostShareReqID,clmvntxtCstShrRspDtl_clmvntxtCstShrRq1,claimeventextcostsharereq,claimEventExtCostShareReqID
claimeventextcostsharerespdtl,claimEventExtCostShareRespID,clmvntxtCstShrRspDtl_clmvntxtCstShrRsp1,claimeventextcostshareresp,claimEventExtCostShareRespID
claimeventextcostsharerespdtl,claimEventID,clmvntxtCstShrRspDtl_clmvnt1,claimevent,claimEventID
claimeventlinevendorrecomm,claimEventVendorInteractionID,clmvntLnVndrRcmm_clmvntVndrntrctn1,claimeventvendorinteraction,claimEventVendorInteractionID
claimeventlinevenreccopayasst,claimEventLineVendorRecommID,clmvntLnVnRcCpysst_clmvntLnVndrRcmm1,claimeventlinevendorrecomm,claimEventLineVendorRecommID
claimeventlinevenreccopayasst,claimEventVendorInteractionID,clmvntLnVnRcCpysst_clmvntVndrntrctn1,claimeventvendorinteraction,claimEventVendorInteractionID
claimeventpromptpay,claimEventID,clmvntPrmptPy_clmvnt1,claimevent,claimEventID
claimeventriskdistance,claimEventID,clmvntRskDstnc_clmvnt1,claimevent,claimEventID
claimeventuncleantime,claimEditID,clmvntnclnTm_clmdt1,claimedit,claimEditID
claimeventuncleantime,claimEventID,clmvntnclnTm_clmvnt1,claimevent,claimEventID
claimeventvendor,claimEventID,clmvntVndr_clmvnt1,claimevent,claimEventID
claimeventvendorinteraction,claimEventVendorID,clmvntVndrntrctn_clmvntVndr1,claimeventvendor,claimEventVendorID
claimeventvendorinteractltr,claimEventVendorInteractionID,clmvntVndrntrctLtr_clmvntVndrntrctn1,claimeventvendorinteraction,claimEventVendorInteractionID
claimeventvendorinteractreq,claimEventVendorInteractionID,clmvntVndrntrctRq_clmvntVndrntrctn1,claimeventvendorinteraction,claimEventVendorInteractionID
claimeventvendorintrhdrbfrvals,claimEventVendorInteractionID,clmvntVndrntrHdrBfrVls_clmvntVndrntrctn1,claimeventvendorinteraction,claimEventVendorInteractionID
claimeventvendorrecomm,claimEventVendorInteractionID,clmvntVndrRcmm_clmvntVndrntrctn1,claimeventvendorinteraction,claimEventVendorInteractionID
claimeventvendorrecommclm,claimEventVendorRecommID,clmvntVndrRcmmClm_clmvntVndrRcmm1,claimeventvendorrecomm,claimEventVendorRecommID
claimeventvendorrecommclmdiag,claimEventVendorRecommClmID,clmvntVndrRcmmClmDg_clmvntVndrRcmmClm1,claimeventvendorrecommclm,claimEventVendorRecommClmID
claimeventvendorrecommclmproc,claimEventVendorRecommClmID,clmvntVndrRcmmClmPrc_clmvntVndrRcmmClm1,claimeventvendorrecommclm,claimEventVendorRecommClmID
claimfileinfo,claimID,clmFlnf_clmHdr1,claimheader,claimID
claimheaderdental,claimID,clmHdrDntl_clmHdr1,claimheader,claimID
claimheaderevent,claimEventID,clmHdrvnt_clmvnt1,claimevent,claimEventID
claimheaderevent,claimID,clmHdrvnt_clmHdr1,claimheader,claimID
claimheadericp,claimID,clmHdrCP_clmHdr1,claimheader,claimID
claimheadericpdeny,claimID,clmHdrCPDny_clmHdr1,claimheader,claimID
claimheaderinst,claimID,clmHdrnst_clmHdr1,claimheader,claimID
claimheadernote,claimID,clmHdrNt_clmHdr1,claimheader,claimID
claimheaderprof,claimID,clmHdrPrf_clmHdr1,claimheader,claimID
claimheaderrx,claimID,clmHdrRx_clmHdr1,claimheader,claimID
claimhealthinformation,claimID,clmHlthnfrmtn_clmHdr1,claimheader,claimID
claiminst81cc,claimID,clmnst81cc_clmHdrnst1,claimheaderinst,claimID
claiminst81ccevent,claimEventID,clmnst81ccvnt_clmvnt1,claimevent,claimEventID
claiminst81ccevent,claimHeaderEventID,clmnst81ccvnt_clmHdrvnt1,claimheaderevent,claimHeaderEventID
claiminst81ccevent,claimID,clmnst81ccvnt_clmHdrnst1,claimheaderinst,claimID
claiminstcond,claimID,clmnstCnd_clmHdrnst1,claimheaderinst,claimID
claiminstcondevent,claimEventID,clmnstCndvnt_clmvnt1,claimevent,claimEventID
claiminstcondevent,claimHeaderEventID,clmnstCndvnt_clmHdrvnt1,claimheaderevent,claimHeaderEventID
claiminstcondevent,claimID,clmnstCndvnt_clmHdrnst1,claimheaderinst,claimID
claiminstoccur,claimID,clmnstccr_clmHdrnst1,claimheaderinst,claimID
claiminstoccurevent,claimEventID,clmnstccrvnt_clmvnt1,claimevent,claimEventID
claiminstoccurevent,claimHeaderEventID,clmnstccrvnt_clmHdrvnt1,claimheaderevent,claimHeaderEventID
claiminstoccurevent,claimID,clmnstccrvnt_clmHdrnst1,claimheaderinst,claimID
claiminstoccurspan,claimID,clmnstccrSpn_clmHdrnst1,claimheaderinst,claimID
claiminstoccurspanevent,claimEventID,clmnstccrSpnvnt_clmvnt1,claimevent,claimEventID
claiminstoccurspanevent,claimHeaderEventID,clmnstccrSpnvnt_clmHdrvnt1,claimheaderevent,claimHeaderEventID
claiminstoccurspanevent,claimID,clmnstccrSpnvnt_clmHdrnst1,claimheaderinst,claimID
claiminstpayer,claimID,clmnstPyr_clmHdrnst1,claimheaderinst,claimID
claiminstproc,claimID,clmnstPrc_clmHdrnst1,claimheaderinst,claimID
claiminstprocevent,claimEventID,clmnstPrcvnt_clmvnt1,claimevent,claimEventID
claiminstprocevent,claimHeaderEventID,clmnstPrcvnt_clmHdrvnt1,claimheaderevent,claimHeaderEventID
claiminstprocevent,claimID,clmnstPrcvnt_clmHdrnst1,claimheaderinst,claimID
claiminstvalue,claimID,clmnstVl_clmHdrnst1,claimheaderinst,claimID
claiminstvalueevent,claimEventID,clmnstVlvnt_clmvnt1,claimevent,claimEventID
claiminstvalueevent,claimHeaderEventID,clmnstVlvnt_clmHdrvnt1,claimheaderevent,claimHeaderEventID
claiminstvalueevent,claimID,clmnstVlvnt_clmHdrnst1,claimheaderinst,claimID
claimletterinstance,claimEventID,clmLttrnstnc_clmvnt1,claimevent,claimEventID
claimletterinstance,claimID,clmLttrnstnc_clmHdr1,claimheader,claimID
claimletterinstancefollowup,claimEventID,clmLttrnstncFllwp_clmvnt1,claimevent,claimEventID
claimletterinstancefollowup,claimID,clmLttrnstncFllwp_clmHdr1,claimheader,claimID
claimlineadjudication,claimID,clmLndjdctn_clmHdr1,claimheader,claimID
claimlinedental,claimID,clmLnDntl_clmHdrDntl1,claimheaderdental,claimID
claimlineevent,claimEventID,clmLnvnt_clmvnt1,claimevent,claimEventID
claimlineevent,claimID,clmLnvnt_clmHdr1,claimheader,claimID
claimlineexpense,claimID,clmLnxpns_clmHdr1,claimheader,claimID
claimlineicp,claimID,clmLnCP_clmHdr1,claimheader,claimID
claimlineicpdeny,claimID,clmLnCPDny_clmHdr1,claimheader,claimID
claimlineinst,claimID,clmLnnst_clmHdrnst1,claimheaderinst,claimID
claimlinepredetermination,claimID,clmLnPrdtrmntn_clmHdr1,claimheader,claimID
claimlinepriorauth,claimID,clmLnPrrth_clmHdr1,claimheader,claimID
claimlineprof,claimID,clmLnPrf_clmHdrPrf1,claimheaderprof,claimID
claimlineprofanesthesia,claimID,clmLnPrfnsths_clmLnPrf1,claimlineprof,claimID
claimlineprofanesthesia,claimLineNum,clmLnPrfnsths_clmLnPrf1,claimlineprof,claimLineNum
claimlineprofbeforecopayassist,claimID,clmLnPrfBfrCpyssst_clmLnPrf1,claimlineprof,claimID
claimlineprofbeforecopayassist,claimLineNum,clmLnPrfBfrCpyssst_clmLnPrf1,claimlineprof,claimLineNum
claimlineprofdme,claimID,clmLnPrfDM_clmLnPrf1,claimlineprof,claimID
claimlineprofdme,claimLineNum,clmLnPrfDM_clmLnPrf1,claimlineprof,claimLineNum
claimlineprofmeasure,claimID,clmLnPrfMsr_clmLnPrf1,claimlineprof,claimID
claimlineprofmeasure,claimLineNum,clmLnPrfMsr_clmLnPrf1,claimlineprof,claimLineNum
claimlineprofrx,claimID,clmLnPrfRx_clmLnRx1,claimlinerx,claimID
claimlineprofrx,claimLineNum,clmLnPrfRx_clmLnRx1,claimlinerx,claimLineNum
claimlinerx,claimID,clmLnRx_clmHdrRx1,claimheaderrx,claimID
claimlinerxcompound,claimID,clmLnRxCmpnd_clmLnRx1,claimlinerx,claimID
claimlinerxcompound,claimLineNum,clmLnRxCmpnd_clmLnRx1,claimlinerx,claimLineNum
claimlinesupportingdoc,claimID,clmLnSpprtngDc_clmLnPrf1,claimlineprof,claimID
claimlinesupportingdoc,claimLineNum,clmLnSpprtngDc_clmLnPrf1,claimlineprof,claimLineNum
claimmember,claimID,clmMmbr_clmHdr1,claimheader,claimID
claimmembergroupinfo,claimID,clmMmbrGrpnf_clmHdrDntl1,claimheaderdental,claimID
claimnote,claimID,clmNt_clmHdr1,claimheader,claimID
claimoperationsqueuedetail,claimOperationsQueueID,clmprtnsQDtl_clmprtnsQ1,claimoperationsqueue,claimOperationsQueueID
claimopsqueueretdofr,claimOperationsQueueID,clmpsQRtDFR_clmprtnsQ1,claimoperationsqueue,claimOperationsQueueID
claimopsqueueretmemenroll,claimOperationsQueueID,clmpsQRtMmnrll_clmprtnsQ1,claimoperationsqueue,claimOperationsQueueID
claimopsqueueretmemprov,claimOperationsQueueID,clmpsQRtMmPrv_clmprtnsQ1,claimoperationsqueue,claimOperationsQueueID
claimpayer,claimID,clmPyr_clmHdr1,claimheader,claimID
claimpayersecondaryid,claimID,clmPyrScndryD_clmHdr1,claimheader,claimID
claimpayersecondaryid,claimPayerID,clmPyrScndryD_clmPyr1,claimpayer,claimPayerID
claimpaysummary,claimEventID,clmPySmmry_clmvnt1,claimevent,claimEventID
claimpaysummary,claimID,clmPySmmry_clmHdr1,claimheader,claimID
claimpaysummaryaccumsnapshot,claimPaySummaryID,clmPySmmryccmSnpsht_clmPySmmry1,claimpaysummary,claimPaySummaryID
claimpaysummaryar,claimPaySummaryID,clmPySmmryR_clmPySmmry1,claimpaysummary,claimPaySummaryID
