"TABLE_NAME","COLUMN_NAME","CONSTRAINT_NAME","REFERENCED_TABLE_NAME","REFERENCED_COLUMN_NAME"
memgroupcontractplanbillrt,memGroupContractOptID,mmGrpCntrctPlnBllRt_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractOptID
memgroupcontractplanbillrt,memGroupContractPlanOptionID,mmGrpCntrctPlnBllRt_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractPlanOptionID
memgroupcontractplanbillrt,memGroupID,mmGrpCntrctPlnBllRt_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupID
memgroupcontractplanoptestset,memGroupContractID,mmGrpCntrctPlnptstSt_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractID
memgroupcontractplanoptestset,memGroupContractOptID,mmGrpCntrctPlnptstSt_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractOptID
memgroupcontractplanoptestset,memGroupContractPlanOptionID,mmGrpCntrctPlnptstSt_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractPlanOptionID
memgroupcontractplanoptestset,memGroupID,mmGrpCntrctPlnptstSt_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupID
memgroupcontractplanoptextid,memGroupContractID,mmGrpCntrctPlnptxtD_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractID
memgroupcontractplanoptextid,memGroupContractOptID,mmGrpCntrctPlnptxtD_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractOptID
memgroupcontractplanoptextid,memGroupContractPlanOptionID,mmGrpCntrctPlnptxtD_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractPlanOptionID
memgroupcontractplanoptextid,memGroupID,mmGrpCntrctPlnptxtD_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupID
memgroupcontractplanopthold,memGroupContractID,mmGrpCntrctPlnptHld_mmGrpCntrct1,memgroupcontract,memGroupContractID
memgroupcontractplanopthold,memGroupContractOptID,mmGrpCntrctPlnptHld_mmGrpCntrctpt1,memgroupcontractopt,memGroupContractOptID
memgroupcontractplanopthold,memGroupContractPlanOptionID,mmGrpCntrctPlnptHld_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractPlanOptionID
memgroupcontractplanopthold,memGroupID,mmGrpCntrctPlnptHld_mmGrp1,memgroup,memGroupID
memgroupcontractplanoption,memGroupContractID,mmGrpCntrctPlnptn_mmGrpCntrctpt1,memgroupcontractopt,memGroupContractID
memgroupcontractplanoption,memGroupContractOptID,mmGrpCntrctPlnptn_mmGrpCntrctpt1,memgroupcontractopt,memGroupContractOptID
memgroupcontractplanoption,memGroupID,mmGrpCntrctPlnptn_mmGrpCntrctpt1,memgroupcontractopt,memGroupID
memgroupcontractplanoptmsa,memGroupContractID,mmGrpCntrctPlnptMs_mmGrpCntrct1,memgroupcontract,memGroupContractID
memgroupcontractplanoptmsa,memGroupContractOptID,mmGrpCntrctPlnptMs_mmGrpCntrctpt1,memgroupcontractopt,memGroupContractOptID
memgroupcontractplanoptmsa,memGroupContractPlanOptionID,mmGrpCntrctPlnptMs_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractPlanOptionID
memgroupcontractplanoptmsa,memGroupID,mmGrpCntrctPlnptMs_mmGrp1,memgroup,memGroupID
memgroupcontractplanoptmsa,remitMemGroupAddressID,mmGrpCntrctPlnptMs_mmGrpddrss1,memgroupaddress,memGroupAddressID
memgroupcontractplanoptplancd,memGroupContractPlanOptionID,mmGrpCntrctPlnptPlnCd_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractPlanOptionID
memgroupcontractplanoptpop,memGroupContractPlanOptionID,mmGrpCntrctPlnptPp_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractPlanOptionID
memgroupcontractplanoptreserve,memGroupContractID,mmGrpCntrctPlnptRsrv_mmGrpCntrct1,memgroupcontract,memGroupContractID
memgroupcontractplanoptreserve,memGroupContractOptID,mmGrpCntrctPlnptRsrv_mmGrpCntrctpt1,memgroupcontractopt,memGroupContractOptID
memgroupcontractplanoptreserve,memGroupContractPlanOptionID,mmGrpCntrctPlnptRsrv_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractPlanOptionID
memgroupcontractplanoptreserve,memGroupID,mmGrpCntrctPlnptRsrv_mmGrp1,memgroup,memGroupID
memgroupcontractplanoptrptcd,memGroupContractID,mmGrpCntrctPlnptRptCd_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractID
memgroupcontractplanoptrptcd,memGroupContractOptID,mmGrpCntrctPlnptRptCd_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractOptID
memgroupcontractplanoptrptcd,memGroupContractPlanOptionID,mmGrpCntrctPlnptRptCd_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractPlanOptionID
memgroupcontractplanoptrptcd,memGroupID,mmGrpCntrctPlnptRptCd_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupID
memgroupcontractplanpopbillrt,memGroupContractPlanBillRtID,mmGrpCntrctPlnPpBllRt_mmGrpCntrctPlnBllRt1,memgroupcontractplanbillrt,memGroupContractPlanBillRtID
memgroupcontractplansl,memGroupContractID,mmGrpCntrctPlnSL_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractID
memgroupcontractplansl,memGroupContractOptID,mmGrpCntrctPlnSL_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractOptID
memgroupcontractplansl,memGroupContractPlanOptionID,mmGrpCntrctPlnSL_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupContractPlanOptionID
memgroupcontractplansl,memGroupID,mmGrpCntrctPlnSL_mmGrpCntrctPlnptn1,memgroupcontractplanoption,memGroupID
memgroupcontractplanslaggorder,memGroupContractID,mmGrpCntrctPlnSLggrdr_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractID
memgroupcontractplanslaggorder,memGroupContractOptID,mmGrpCntrctPlnSLggrdr_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractOptID
memgroupcontractplanslaggorder,memGroupContractPlanOptionID,mmGrpCntrctPlnSLggrdr_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractPlanOptionID
memgroupcontractplanslaggorder,memGroupContractPlanSLID,mmGrpCntrctPlnSLggrdr_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractPlanSLID
memgroupcontractplanslaggorder,memGroupID,mmGrpCntrctPlnSLggrdr_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupID
memgroupcontractplanslbillrt,memGroupContractID,mmGrpCntrctPlnSLBllRt_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractID
memgroupcontractplanslbillrt,memGroupContractOptID,mmGrpCntrctPlnSLBllRt_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractOptID
memgroupcontractplanslbillrt,memGroupContractPlanOptionID,mmGrpCntrctPlnSLBllRt_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractPlanOptionID
memgroupcontractplanslbillrt,memGroupContractPlanSLID,mmGrpCntrctPlnSLBllRt_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractPlanSLID
memgroupcontractplanslbillrt,memGroupID,mmGrpCntrctPlnSLBllRt_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupID
memgroupcontractplanslindorder,memGroupContractID,mmGrpCntrctPlnSLndrdr_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractID
memgroupcontractplanslindorder,memGroupContractOptID,mmGrpCntrctPlnSLndrdr_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractOptID
memgroupcontractplanslindorder,memGroupContractPlanOptionID,mmGrpCntrctPlnSLndrdr_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractPlanOptionID
memgroupcontractplanslindorder,memGroupContractPlanSLID,mmGrpCntrctPlnSLndrdr_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupContractPlanSLID
memgroupcontractplanslindorder,memGroupID,mmGrpCntrctPlnSLndrdr_mmGrpCntrctPlnSL1,memgroupcontractplansl,memGroupID
